Sample_Name,MAG_Identifier,Contig,Start,Stop,ORF_ID,Best_Hit_ARO,Resistance Mechanism,AMR_Gene_Family,Antibiotic,Drug Class,Model_Type,Percent of Sequence,Identity_perc
bc2114,semibin2,contig_228_1833,2026882,2030040,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.34,43.05
bc2114,semibin2,contig_913_291,270999,271400,,FosXCC,antibiotic inactivation,fosfomycin thiol transferase,fosfomycin,phosphonic acid antibiotic,Strict,94.33,61.65
bc2114,semibin2,contig_1840_648,721983,725180,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.57,84.58
bc2114,semibin2,contig_721_221,250207,253341,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,98.58,44.97
bc2114,semibin2,contig_721_258,298862,299188,,qacG,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,100.93,39.76
bc2114,semibin2,contig_1934_237,276597,279803,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.85,44.85
bc2114,semibin2,contig_749_108,122434,122943,,nimA,antibiotic inactivation,nitroimidazole reductase,metronidazole,nitroimidazole antibiotic,Strict,96.02,60.87
bc2115,complete.10,contig_3_1888,2053083,2053421,,qacJ,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,104.67,40.24
bc2115,complete.14,contig_39_330,402808,405339,,vanT gene in vanG cluster,antibiotic target alteration,glycopeptide resistance gene cluster; vanT,vancomycin,glycopeptide antibiotic,Strict,118.40,36.69
bc2115,complete.16,contig_452_97,109954,113109,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.24,42.82
bc2115,complete.16,contig_452_977,1027535,1028713,,vanT gene in vanG cluster,antibiotic target alteration,glycopeptide resistance gene cluster; vanT,vancomycin,glycopeptide antibiotic,Strict,55.06,37.8
bc2115,complete.16,contig_452_987,1038075,1038479,,FosXCC,antibiotic inactivation,fosfomycin thiol transferase,fosfomycin,phosphonic acid antibiotic,Strict,95.04,62.88
bc2115,complete.16,contig_452_2015,2142865,2144262,,mdeA,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,ciprofloxacin; acriflavine; kanamycin A; tetracycline; oxacillin; ampicillin; nalidixic acid,fluoroquinolone antibiotic; aminoglycoside antibiotic; penicillin beta-lactam; tetracycline antibiotic; disinfecting agents and antiseptics,Strict,102.65,37.75
bc2115,complete.16,contig_452_2695,2867632,2869116,,lsaE,antibiotic target protection,lsa-type ABC-F protein,lincomycin; pleuromutilin,lincosamide antibiotic; streptogramin antibiotic; pleuromutilin antibiotic,Strict,100.00,98.18
bc2115,complete.16,contig_452_2853,3026230,3027447,,vanW gene in vanI cluster,antibiotic target alteration,vanW; glycopeptide resistance gene cluster,vancomycin; teicoplanin,glycopeptide antibiotic,Strict,108.58,28.26
bc2115,complete.1,contig_102_854,810609,811355,,vanY gene in vanG cluster,antibiotic target alteration,vanY; glycopeptide resistance gene cluster,vancomycin,glycopeptide antibiotic,Strict,88.89,34.38
bc2115,complete.26,contig_743_1118,1392510,1395002,,vanT gene in vanG cluster,antibiotic target alteration,glycopeptide resistance gene cluster; vanT,vancomycin,glycopeptide antibiotic,Strict,116.57,31.73
bc2115,complete.8,contig_1965_1824,1983118,1986303,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.19,50.85
bc2115,metabat2.17,contig_2503_86,107451,109946,,vanT gene in vanG cluster,antibiotic target alteration,glycopeptide resistance gene cluster; vanT,vancomycin,glycopeptide antibiotic,Strict,116.71,32.61
bc2115,metabat2.21,contig_4_702,797560,797979,,FosA8,antibiotic inactivation,fosfomycin thiol transferase,fosfomycin,phosphonic acid antibiotic,Strict,98.58,53.38
bc2115,metabat2.21,contig_4_797,872433,872765,,qacG,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,102.80,44.23
bc2115,metabat2.2,contig_717_469,494761,497940,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.00,96.13
bc2115,metabat2.2,contig_717_1155,1215471,1215800,,qacG,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,101.87,45.28
bc2115,metabat2.2,contig_718_366,376969,378459,,Acinetobacter baumannii AmvA,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,erythromycin; acriflavine,macrolide antibiotic; disinfecting agents and antiseptics,Strict,100.81,66.06
bc2115,metabat2.2,contig_718_476,484121,484384,,rsmA,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,trimethoprim; chloramphenicol,fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,Strict,142.62,89.09
bc2115,metabat2.2,contig_718_493,501766,502098,,qacG,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,102.80,45.28
bc2115,metabat2.2,contig_718_855,895328,898501,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.81,41.8
bc2115,metabat2.33,contig_606_1,1,609,,EreD,antibiotic inactivation,macrolide esterase,erythromycin,macrolide antibiotic,Strict,49.75,99.51
bc2115,metabat2.33,contig_606_2,997,2133,,tet(X),antibiotic inactivation,tetracycline inactivation enzyme,tigecycline; tetracycline; doxycycline; minocycline; chlortetracycline; demeclocycline; oxytetracycline,glycylcycline; tetracycline antibiotic,Strict,97.42,99.47
bc2115,metabat2.33,contig_684_144,193663,196158,,vanT gene in vanG cluster,antibiotic target alteration,glycopeptide resistance gene cluster; vanT,vancomycin,glycopeptide antibiotic,Strict,116.71,32.88
bc2115,metabat2.7,contig_2_2483,2719208,2719540,,qacG,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,102.80,42.31
bc2115,metabat2.7,contig_2_2510,2746938,2747357,,FosA8,antibiotic inactivation,fosfomycin thiol transferase,fosfomycin,phosphonic acid antibiotic,Strict,98.58,53.38
bc2115,metabat2.8,contig_1151_312,337050,340244,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.47,57.98
bc2115,metabat2.8,contig_1151_738,823366,823791,,FosA8,antibiotic inactivation,fosfomycin thiol transferase,fosfomycin,phosphonic acid antibiotic,Strict,100.00,56.62
bc2115,metabat2.8,contig_1151_1975,2197727,2198164,,qacJ,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,135.51,50.0
bc2115,metabat2.8,contig_1151_3313,3683881,3687111,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,101.61,70.89
bc2115,semibin2,contig_325_310,363440,366670,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,101.61,70.89
bc2115,semibin2,contig_502_424,459365,459775,,FosA8,antibiotic inactivation,fosfomycin thiol transferase,fosfomycin,phosphonic acid antibiotic,Strict,96.45,55.88
bc2115,semibin2,contig_504_470,528216,528548,,qacG,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,102.80,42.31
bc2115,semibin2,contig_243_353,375580,378744,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.53,59.05
bc2115,semibin2,contig_244_79,82184,82966,,aadA27,antibiotic inactivation,ANT(3''),spectinomycin; streptomycin,aminoglycoside antibiotic,Strict,99.24,84.05
bc2115,semibin2,contig_246_209,230033,231142,,vanG,antibiotic target alteration,glycopeptide resistance gene cluster; Van ligase,vancomycin,glycopeptide antibiotic,Strict,105.73,37.5
bc2115,semibin2,contig_246_251,275254,276246,,OXA-674,antibiotic inactivation,OXA beta-lactamase; OXA-286-like beta-lactamase,oxacillin,carbapenem; penicillin beta-lactam,Strict,117.86,98.93
bc2115,semibin2,contig_2501_58,54194,54457,,rsmA,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,trimethoprim; chloramphenicol,fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,Strict,142.62,89.09
bc2115,semibin2,contig_2535_28,39284,39724,,AAC(6')-Iv,antibiotic inactivation,AAC(6'),dibekacin; amikacin; sisomicin; netilmicin; tobramycin; 2'-N-ethylnetilmicin; 5-episisomicin,aminoglycoside antibiotic,Strict,100.00,90.41
bc2115,semibin2,contig_2588_55,69214,72393,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.00,96.03
bc2115,semibin2,contig_2666_43,39667,41157,,Acinetobacter baumannii AmvA,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,erythromycin; acriflavine,macrolide antibiotic; disinfecting agents and antiseptics,Strict,100.81,65.85
bc2116,complete.10,contig_310_63,50733,51152,,FosA8,antibiotic inactivation,fosfomycin thiol transferase,fosfomycin,phosphonic acid antibiotic,Strict,98.58,53.38
bc2116,complete.10,contig_310_87,78650,78991,,qacG,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,105.61,44.23
bc2116,complete.4,contig_1681_1781,1878072,1878887,,vanY gene in vanM cluster,antibiotic target alteration,vanY; glycopeptide resistance gene cluster,vancomycin; teicoplanin,glycopeptide antibiotic,Strict,116.31,43.97
bc2116,metabat2.13,contig_1_2094,2248416,2251601,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.19,50.85
bc2116,metabat2.16,contig_1758_281,313859,314872,,vanH gene in vanB cluster,antibiotic target alteration,vanH; glycopeptide resistance gene cluster,vancomycin,glycopeptide antibiotic,Strict,104.33,38.75
bc2116,metabat2.16,contig_1758_456,499807,500139,,qacG,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,102.80,44.55
bc2116,metabat2.16,contig_1758_517,572765,575947,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.09,51.18
bc2116,semibin2,contig_715_17,17157,20330,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.81,49.95
bc2117,complete.18,contig_952_700,762462,762881,,fosA5,antibiotic inactivation,fosfomycin thiol transferase,ciprofloxacin; gentamicin,fluoroquinolone antibiotic; aminoglycoside antibiotic; phosphonic acid antibiotic,Strict,100.00,76.98
bc2117,complete.18,contig_952_887,962642,963586,,leuO,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,acriflavine; puromycin,nucleoside antibiotic; disinfecting agents and antiseptics,Strict,100.00,80.57
bc2117,complete.18,contig_952_1143,1253096,1254196,,vanG,antibiotic target alteration,glycopeptide resistance gene cluster; Van ligase,vancomycin,glycopeptide antibiotic,Strict,104.87,39.61
bc2117,complete.18,contig_952_1251,1362888,1366037,,acrB,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tigecycline; acriflavine; tetracycline; rifampin; chloramphenicol; ampicillin; cefalotin; triclosan,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,Strict,100.00,89.32
bc2117,complete.18,contig_952_1252,1366060,1367256,,Shigella flexneri acrA,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tigecycline; ciprofloxacin; tetracycline; rifampin; chloramphenicol; ampicillin; cefalotin; triclosan,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,Strict,100.25,83.92
bc2117,complete.18,contig_952_1359,1482659,1484320,,ArnT,antibiotic target alteration,pmr phosphoethanolamine transferase,colistin A; colistin B,peptide antibiotic,Strict,100.36,64.91
bc2117,complete.18,contig_952_1362,1487192,1488175,,PmrF,antibiotic target alteration,pmr phosphoethanolamine transferase,polymyxin B,peptide antibiotic,Strict,101.55,83.9
bc2117,complete.18,contig_952_1791,1952568,1954316,,msbA,antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump,metronidazole,nitroimidazole antibiotic,Strict,100.00,92.96
bc2117,complete.18,contig_952_2713,2894378,2894761,,marA,antibiotic efflux; reduced permeability to antibiotic,resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams,tigecycline; tetracycline; rifampin; chloramphenicol; ampicillin; cefalotin; triclosan,fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,Strict,100.00,92.13
bc2117,complete.18,contig_952_3442,3600710,3603832,,mdtB,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,novobiocin,aminocoumarin antibiotic,Strict,100.00,90.19
bc2117,complete.18,contig_952_3443,3603833,3606910,,mdtC,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,novobiocin,aminocoumarin antibiotic,Strict,100.00,89.76
bc2117,complete.18,contig_952_3786,3982406,3985519,,acrD,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,neomycin; amikacin; kanamycin A; tobramycin; gentamicin,aminoglycoside antibiotic,Strict,100.00,89.68
bc2117,complete.18,contig_952_4056,4262725,4263255,,emrR,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,nalidixic acid,fluoroquinolone antibiotic,Strict,100.00,91.43
bc2117,complete.18,contig_952_4058,4264571,4266109,,emrB,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,nalidixic acid,fluoroquinolone antibiotic,Strict,100.00,94.02
bc2117,complete.18,contig_952_4070,4278875,4279060,,rsmA,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,trimethoprim; chloramphenicol,fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,Strict,100.00,85.25
bc2117,complete.18,contig_952_4837,5052561,5053193,,CRP,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,erythromycin; cloxacillin; oxacillin; norfloxacin,macrolide antibiotic; fluoroquinolone antibiotic; penicillin beta-lactam,Strict,100.00,99.05
bc2117,complete.18,contig_952_339,362710,363894,,Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin,antibiotic target alteration,elfamycin resistant EF-Tu,pulvomycin,elfamycin antibiotic,Strict,96.33,97.46
bc2117,complete.18,contig_952_894,969764,971533,,Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics,antibiotic target alteration,Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics,ceftriaxone; ampicillin; cefaclor; cefotaxime; cefditoren; cefdinir,cephalosporin; penicillin beta-lactam,Strict,96.56,53.01
bc2117,complete.18,contig_952_3559,3737965,3739317,,Escherichia coli GlpT with mutation conferring resistance to fosfomycin,antibiotic target alteration,antibiotic-resistant GlpT,fosfomycin,phosphonic acid antibiotic,Strict,99.56,92.22
bc2117,complete.18,contig_952_4806,5024628,5025812,,Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin,antibiotic target alteration,elfamycin resistant EF-Tu,pulvomycin,elfamycin antibiotic,Strict,96.33,97.21
bc2117,complete.18,contig_952_2712,2893895,2894359,,Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline,antibiotic target alteration; antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tigecycline; ciprofloxacin; tetracycline; rifampin; chloramphenicol; ampicillin; cefalotin; triclosan,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,Strict,106.94,87.5
